orpha_code,name,disorder_type,group,synonyms,geo_prevalence
664511,"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency",Clinical subtype,Subtype of disorder,HPS10|Hermansky-Pudlak syndrome type 10|Early-onset severe Hermansky-Pudlak syndrome with hearing loss due to adaptator related protein complex 3 subunit delta 1 deficiency|Early-onset severe Hermansky-Pudlak syndrome with deafness|Early-onset severe Hermansky-Pudlak syndrome with neutropenia and hearing loss due to AP3D1 deficiency,Global
101150,Autosomal recessive dopa-responsive dystonia,Disease,Disorder,Autosomal recessive Segawa syndrome|DYT5b|Tyrosine hydroxylase deficiency|Tyrosine hydroxylase-deficient dopa-responsive dystonia,Global
664500,Hermansky-Pudlak syndrome due to AP3B1 deficiency,Clinical subtype,Subtype of disorder,Hermansky-Pudlak syndrome due to adaptator related protein complex 3 subunit beta1 deficiency|Hermansky-Pudlak syndrome with neutropenia due to AP3B1 deficiency|HPS2|Hermansky-Pudlak syndrome type 2,Global
101151,Dystonia 14,Disease,Disorder,DYT14,Global
664482,Primary hemophagocytic lymphohistiocytosis without hypopigmentation,Category,Group of disorders,Primary HLH without hypopigmentation|Genetic hemophagocytic lymphohistiocytosis without hypopigmentation|Genetic HLH without hypopigmentation,Global
101111,Spinocerebellar ataxia type 25,Disease,Disorder,SCA25,Global
101112,Spinocerebellar ataxia type 26,Disease,Disorder,SCA26,Global
664456,Immune dysregulation disease with immunodeficiency associated with EBV susceptibility,Clinical group,Group of disorders,Immune dysregulation disease with immunodeficiency associated with Epstein-Barr virus susceptibility,Global
101109,Spinocerebellar ataxia type 28,Disease,Disorder,SCA28,Global
664450,Inherited cancer-predisposing lymphoproliferative syndrome,Category,Group of disorders,,Global
664438,Gingival fibromatosis-aortic root dilatation-facial dysmorphism-intellectual disability syndrome,Malformation syndrome,Disorder,Liang-Wang syndrome,Global
101110,Spinocerebellar ataxia type 20,Disease,Disorder,SCA20,Global
101107,Spinocerebellar ataxia type 22,Disease,Disorder,SCA22,Global
101108,Spinocerebellar ataxia type 23,Disease,Disorder,SCA23,Global
664430,Neurodevelopmental disorder-slit-like lateral ventricles-intellectual disability syndrome,Malformation syndrome,Disorder,SLC4A10-related neurodevelopmental disorder,Global
664416,Brain abnormalities-severe developmental delay-facial dysmorphism-intellectual disability syndrome due to MEF2C mutation,Etiological subtype,Subtype of disorder,,Global
664410,Brain abnormalities-severe developmental delay-facial dysmorphism-intellectual disability syndrome,Malformation syndrome,Disorder,Neurodevelopmental disorder-hypotonia-stereotypic hand movements-impaired language|MEF2C-related syndrome,Global
101106,OBSOLETE: Non-secreting chemodectoma,Clinical subtype,Subtype of disorder,,Global
665058,Common arterial trunk with pulmonary dominance and interrupted aortic arch,Clinical subtype,Subtype of disorder,,Global
101336,OBSOLETE: Kenya tick typhus,Etiological subtype,Subtype of disorder,OBSOLETE: Kenya tick-bite fever,Global
667589,Isolated congenital femoral bifurcation,Morphological anomaly,Disorder,Isolated congenital distal femoral duplication,Global
101335,OBSOLETE: Indian tick typhus,Etiological subtype,Subtype of disorder,,Global
665044,Common arterial trunk with aortic dominance,Clinical subtype,Subtype of disorder,,Global
101334,African tick typhus,Disease,Disorder,,Global
664912,Neonatal renal venous thrombosis,Disease,Disorder,Neonatal RVT|NRVT,Global
664923,Congenital arthrogryposis-microcephaly-facial dysmorphism-severe neurodevelopmental delay syndrome,Malformation syndrome,Disorder,NEDMABA disorder|Neurodevelopmental disorder-microcephaly-arthrogryposis-structural brain anomalies,Global
664787,Nicolau syndrome,Clinical syndrome,Disorder,Embolia cutis medicamentosa|Livedo-like dermatitis,Global
101330,Porphyria cutanea tarda,Disease,Disorder,PCT,Global
664901,Trigeminal trophic syndrome,Disease,Disorder,TTS|Trigeminal neurotrophic ulceration|Trigeminal neuropathy with nasal ulceration|Trophic ulceration of the ala nasi,Global
664729,EBV-induced lymphoproliferative disease due to TET2 deficiency,Disease,Disorder,Epstein-Barr virus-induced lymphoproliferative disease due to tet methylcytosine dioxygenase 2 deficiency,Global
664734,EBV susceptibility with hemophagocytic lymphohistiocytosis as a major feature,Clinical group,Group of disorders,Epstein-Barr virus susceptibility with hemophagocytic lymphohistiocytosis as a major feature,Global
664726,EBV-induced lymphoproliferative disease due to CD137 deficiency,Disease,Disorder,Epstein-Barr virus-induced lymphoproliferative disease due to Cell differentiation 137 protein deficiency,Global
101206,Pulmonary valve agenesis-tetralogy of Fallot-absence of ductus arteriosus syndrome,Malformation syndrome,Disorder,"APV/ADA, Fallot type|Absence of pulmonary valve-Fallot tetralogy-absence of ductus arteriosus syndrome|PVA/ADA, Fallot type",Global
664711,EBV-induced lymphoproliferative disease due to PRKCD deficiency,Disease,Disorder,EBV-induced lymphoproliferative disease due to protein kinase C delta deficiency,Global
664699,EBV-induced lymphoproliferative disease due to RASGRP1 deficiency,Disease,Disorder,Epstein-Barr virus-induced lymphoproliferative disease due to Ras guanyl nucleotide-releasing protein 1 deficiency,Global
662473,Isolated duodenal duplication,Clinical subtype,Subtype of disorder,Isolated duplication of the duodenum,Global
101085,Charcot-Marie-Tooth disease type 1F,Disease,Disorder,CMT1F,Global
662456,Isolated small intestine duplication,Morphological anomaly,Disorder,,Global
662721,Placenta accreta spectrum disorder,Disease,Disorder,PAS|Abnormally invasive placenta|AIP|PAI|Placenta accreta spectrum,Global
662480,Isolated jejuno-ileal duplication,Clinical subtype,Subtype of disorder,Isolated duplication of the jejunum and ileum,Global
101088,X-linked hyper-IgM syndrome,Clinical subtype,Subtype of disorder,HIGM1|Hyper-IgM syndrome due to CD40 ligand deficiency|Hyper-IgM syndrome due to CD40L deficiency|Hyper-IgM syndrome type 1|XHIGM,Global
662388,Isolated gallbladder duplication,Morphological anomaly,Disorder,,Global
101081,Charcot-Marie-Tooth disease type 1A,Disease,Disorder,CMT1A|Microduplication 17p12,Global
662376,Isolated gastric duplication,Morphological anomaly,Disorder,Isolated stomach duplication,Global
101082,Charcot-Marie-Tooth disease type 1B,Disease,Disorder,CMT1B,Global
662405,Isolated pyloric duplication,Morphological anomaly,Disorder,Isolated duplication cyst of the pyloric canal|Isolated duplication cyst of the pylorus|Congenital isolated double pylorus,Global
101083,Charcot-Marie-Tooth disease type 1C,Disease,Disorder,CMT1C,Global
662392,Isolated colonic duplication,Morphological anomaly,Disorder,Isolated duplication of the colon,Global
101084,Charcot-Marie-Tooth disease type 1D,Disease,Disorder,CMT1D,Global
662240,Frey syndrome,Clinical syndrome,Disorder,Baillarger syndrome|Auriculotemporal syndrome|Auriculo-temporal syndrome|Dupuy syndrome|Gustatory hyperhidrosis,Global
101077,X-linked Charcot-Marie-Tooth disease type 3,Disease,Disorder,CMT3X|CMTX3,Global
101078,X-linked Charcot-Marie-Tooth disease type 4,Disease,Disorder,CMT4X|CMTX4|Cowchock syndrome,Global
662234,Neurodevelopmental delay-congenital heart defects-intellectual disability syndrome,Malformation syndrome,Disorder,Radio-Tartaglia syndrome|SPEN-related neurodevelopmental disorder,Global
662367,NESCAV syndrome,Disease,Disorder,Neurodegeneration-spasticity-cerebellar atrophy-cortical visual impairment syndrome,Global
662255,Grisel syndrome,Clinical syndrome,Disorder,Atlantoaxial non-traumatic subluxation,Global
662216,Mucopolysaccharidosis type 10,Disease,Disorder,Mucopolysaccharidosis type X|MSP type X|Mucopolysaccharidosis due to ARSK deficiency|MPS10,Global
662207,Neurodevelopmental delay-brain malformations-skeletal defects-intellectual disability syndrome,Malformation syndrome,Disorder,Neurodevelopmental disorder with craniofacial dysmorphism and skeletal defects|HNRPH1-related neurodevelopmental disorder,Global
662229,Episodic memory defect leukoencephalopathy,Disease,Disorder,White matter hyperintensities-episodic memory defect leukoencephalopathy|Hippocampal memory defect leukoencephalopathy,Global
101075,X-linked Charcot-Marie-Tooth disease type 1,Disease,Disorder,CMT1X|CMTX1,Global
101076,X-linked Charcot-Marie-Tooth disease type 2,Disease,Disorder,CMTX2,Global
664377,MGP-related spondyloepiphyseal dysplasia,Malformation syndrome,Disorder,MGP-related SED|Spondyloepiphyseal dysplasia-platyspondyly-brachytelephalangism syndrome,Global
101102,Charcot-Marie-Tooth disease type 2H,Disease,Disorder,CMT2H|AR-CMT2C|Autosomal recessive axonal CMT4C2|Axonal Charcot-Marie-Tooth disease with pyramidal involvement,Global
664401,Cardiac anomalies-short stature-joint hypermobility-facial dysmorphism syndrome due to TAB2 mutation,Etiological subtype,Subtype of disorder,,Global
101101,Charcot-Marie-Tooth disease type 2B2,Disease,Disorder,AR-CMT2B2|Autosomal recessive axonal CMT4C3|Autosomal recessive axonal Charcot-Marie-Tooth disease type 2B2,Global
664404,6q25.1 microdeletion syndrome,Etiological subtype,Subtype of disorder,,Global
101104,Marin-Amat syndrome,Clinical subtype,Subtype of disorder,,Global
101097,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,Disease,Disorder,ARCMT2K|Autosomal recessive axonal CMT4C4|Autosomal recessive axonal Charcot-Marie-Tooth disease type 2K,Global
664372,Soft and hard cleft palate,Morphological anomaly,Disorder,Isolated cleft of the soft and hard palate|Combined form of soft and hard cleft palate,Global
101096,OBSOLETE: Aregenerative anemia,Disease,Disorder,,Global
662762,Motor delay-microcephaly-speech impairment-ocular abnormalities syndrome,Malformation syndrome,Disorder,ARPC4-related syndrome,Global
101090,Hyper-IgM syndrome type 3,Clinical subtype,Subtype of disorder,HIGM3|Hyper-IgM syndrome due to CD40 deficiency,Global
662786,Vasa previa,Disease,Disorder,,Global
101089,Hyper-IgM syndrome type 2,Clinical subtype,Subtype of disorder,AID deficiency|Activation-induced cytidine deaminase deficiency|HIGM2,Global
662829,Intellectual disability-speech delay-dysmorphic features-T cell abnormalities syndrome,Disease,Disorder,BCL11B-related neurodevelopmental disorder,Global
101092,Hyper-IgM syndrome type 5,Clinical subtype,Subtype of disorder,HIGM5|Hyper-IgM syndrome due to UNG deficiency|Hyper-IgM syndrome due to uracil N-glycosylase,Global
662934,Acute megakaryoblastic leukemia in adult,Clinical subtype,Subtype of disorder,AMKL in adult|AML M7 in adult|Acute megakaryocytic leukemia in adult|Acute myeloid leukemia M7 in adult,Global
101091,Hyper-IgM syndrome type 4,Clinical subtype,Subtype of disorder,HIGM4,Global
675362,Hobnail hemangioma,Disease,Disorder,HH|Targetoid hemosiderotic hemangioma|THH,Global
675359,Anastomosing haemangioma,Disease,Disorder,,Global
101052,OBSOLETE: Microlissencephaly type B,Disease,Disorder,,Global
675216,Spinocerebellar ataxia type 27B,Disease,Disorder,,Global
101049,Familial hypocalciuric hypercalcemia type 2,Etiological subtype,Subtype of disorder,FHH type 2,Global
101050,Familial hypocalciuric hypercalcemia type 3,Etiological subtype,Subtype of disorder,FHH type 3,Global
674968,Bilateral diffuse uveal melanocytic proliferation disease,Disease,Disorder,BDUMP|Paraneoplastic uveal melanocytic hyperplasia,Global
675380,Isolated segmental infantile hemangioma,Disease,Disorder,Segmental hemangioma of infancy|Large segmental hemangioma,Global
675369,Microvenular haemangioma,Disease,Disorder,MVH,Global
101043,Congenital aortic valve dysplasia,Clinical subtype,Subtype of disorder,,Global
674943,Isolated angioid streaks,Disease,Disorder,,Global
674935,Torpedo Maculopathy,Disease,Disorder,Solitary hypopigmented nevus of the retinal pigment epithelium|TM|Paramacular albinotic spot syndrome|Congenital hypomelanotic freckle|Atypical macular coloboma,Global
674930,Perifoveal exudative vascular anomalous complex,Disease,Disorder,PEVAC,Global
101041,Familial hypofibrinogenemia,Clinical subtype,Subtype of disorder,,Global
101042,OBSOLETE: Taussig-Bing syndrome,Clinical subtype,Subtype of disorder,,Global
674924,Isolated retinal racemose hemangioma,Disease,Disorder,RRH|Isolated retinal arteriovenous aneurysm 3,Global
674965,Choroidal osteoma,Disease,Disorder,,Global
674958,Stellate multiform amelanotic choroidopathy,Disease,Disorder,Serous maculopathy due to aspecific choroidopathy|SMACH,Global
674953,Multiple evanescent white dot syndrome,Disease,Disorder,MEWDS,Global
674947,Diffuse unilateral subacute neuroretinitis,Disease,Disorder,DUSN|Unilateral wipe-out syndrome,Global
101046,Epilepsy with auditory features,Disease,Disorder,Autosomal dominant epilepsy with auditory features|EAF|ADEAF|ADLTE|ADPEAF|Autosomal dominant lateral temporal lobe epilepsy|Partial epilepsy with auditory aura|Partial epilepsy with auditory features,Global
101068,Congenital stromal corneal dystrophy,Disease,Disorder,CSCD|Congenital hereditary stromal dystrophy|Witschel dystrophy,Global
675767,Severe congenital neutropenia-developmental delay syndrome due to SRP54 deficiency,Disease,Disorder,Severe congenital neutropenia-developmental delay syndrome due to signal recognition protein 54 deficiency|SCN-developmental delay syndrome due to SRP54 deficiency,Global
101071,Unilateral hemispheric polymicrogyria,Clinical subtype,Subtype of disorder,,Global
101070,Bilateral frontoparietal polymicrogyria,Clinical subtype,Subtype of disorder,,Global
675597,Acquired elastotic haemangioma,Disease,Disorder,,Global
675396,Epithelioid hemangioma,Disease,Disorder,EH|Angiolymphoid hyperplasia with eosinophilia|ALHE,Global
