Disease,OMIMID,PhenotypeClass
"{schizophrenia, susceptibility to, 4}",OMIM:600850,3
emberger syndrome,OMIM:614038,3
"{leukemia, acute myeloid, susceptibility to}",OMIM:601626,3
"{myelodysplastic syndrome, susceptibility to}",OMIM:614286,3
immunodeficiency 21,OMIM:614172,3
hermansky-pudlak syndrome 7,OMIM:614076,3
{schizophrenia},OMIM:181500,1
"mental retardation, autosomal dominant 15",OMIM:614608,3
{rhabdoid predisposition syndrome 1},OMIM:609322,3
"{schwannomatosis-1, susceptibility to}",OMIM:162091,3
"rhabdoid tumors, somatic",OMIM:609322,3
"{schwannomatosis-2, susceptibility to}",OMIM:615670,3
charge syndrome,OMIM:214800,3
hypogonadotropic hypogonadism 5 with or without anosmia,OMIM:612370,3
"{scoliosis, idiopathic 3}",OMIM:608765,3
"{scoliosis, idiopathic, susceptibility to, 4}",OMIM:612238,2
"{sepsis, susceptibility to}",-666,3
[macrothrombocytopenia],-666,1
platelet glycoprotein iv deficiency,OMIM:608404,3
"{coronary heart disease, susceptibility to, 7}",OMIM:610938,3
"{malaria, cerebral, reduced risk of}",OMIM:611162,3
"{dementia, vascular, susceptibility to}",-666,3
"{migraine without aura, susceptibility to}",OMIM:157300,3
"{septic shock, susceptibility to}",-666,3
"{malaria, cerebral, susceptibility to}",OMIM:611162,3
"immunodeficiency 29, mycobacteriosis",OMIM:614890,3
"{asthma, susceptibility to}",OMIM:600807,2
"{hiv1, resistance to}",OMIM:609423,3
"{allergic rhinitis, susceptibility to}",OMIM:607154,3
platelet-activating factor acetylhydrolase deficiency,OMIM:614278,3
"{atopy, susceptibility to}",OMIM:147050,3
"{aids, slow progression to}",OMIM:609423,3
?immunodeficiency 37,OMIM:616098,3
"{mesothelioma, somatic}",OMIM:156240,3
"{sezary syndrome, somatic}, ",-666,3
"lymphoma, malt, somatic",OMIM:137245,3
"{lymphoma, follicular, somatic}",OMIM:613024,3
"{male germ cell tumor, somatic}, 273300, ",-666,3
atrial septal defect 3,OMIM:614089,3
"cardiomyopathy, familial hypertrophic, 14",OMIM:613251,3
{sick sinus syndrome 3},OMIM:614090,3
"cardiomyopathy, dilated, 1ee",OMIM:613252,3
{smoking as a quantitative trait locus 1},OMIM:611003,2
{smoking as a quantitative trait locus 2},OMIM:611004,2
{specific language impairment 4},OMIM:612514,2
{specific language impairment 5},OMIM:615432,3
{speech-sound disorder},OMIM:608445,2
"{spermatogenic failure, susceptibility to}",-666,3
"{abruptio placentae, susceptibility to}",-666,3
"{spina bifida, folate-sensitive, susceptibility to}",OMIM:601634,3
"{spinal muscular atrophy, type iii, modifier of}",OMIM:253400,3
"{spondyloarthropathy, susceptibility to, 2}",OMIM:183840,2
"{spondyloarthropathy, susceptibility to, 3}",OMIM:613238,2
{stature qtl 10},-666,2
{stature qtl 11},-666,2
{stature qtl 12},-666,2
{stature qtl 13},-666,2
{stature qtl 14},-666,2
{stature qtl 15},-666,2
{stature qtl 16},-666,2
{stature qtl 17},-666,2
{stature qtl 18},-666,2
{stature qtl 19},-666,2
{stature qtl 20},-666,2
{stature qtl 21},-666,2
{stature qtl 22},-666,2
{stature qtl 23},-666,2
{stature qtl 24},-666,2
{stature qtl 2},-666,2
{stature qtl 3},-666,2
{stature qtl 4},-666,2
{stature qtl 5},-666,2
{stature qtl 6},-666,2
{stature qtl 7},-666,2
{stature qtl 8},-666,2
"{strabismus, susceptibility to, 1}",-666,2
?fetal hydantoin syndrome,-666,1
diphenylhydantoin toxicity,-666,1
"{preeclampsia, susceptibility to}",-666,3
"cholestasis, progressive familial intrahepatic 4",OMIM:615878,3
"hypercholanemia, familial",OMIM:607748,3
"hirschsprung disease, cardiac defects, and autonomic dysfunction",OMIM:613870,3
"{hypertension, essential, susceptibility to}",OMIM:145500,3
"[angiotensin i-converting enzyme, benign serum increase]",-666,3
"{sars, progression of}",-666,3
"{stroke, hemorrhagic}",OMIM:614519,3
{microvascular complications of diabetes 3},OMIM:612624,3
renal tubular dysgenesis,OMIM:267430,3
[hyperproreninemia],-666,3
"hyperuricemic nephropathy, familial juvenile 2",OMIM:613092,3
"hypertension, essential",OMIM:145500,3
[transferrin serum level qtl2],OMIM:614193,3
"{porphyria cutanea tarda, susceptibility to}",OMIM:176100,3
"{porphyria variegata, susceptibility to}",OMIM:176200,3
hemochromatosis,OMIM:235200,3
{microvascular complications of diabetes 7},OMIM:612635,3
alpha-2-macroglobulin deficiency,OMIM:614036,1
"{alzheimer disease, susceptibility to}",OMIM:104300,3
myeloperoxidase deficiency,OMIM:254600,3
"{lung cancer, protection against, in smokers}",-666,3
blau syndrome,OMIM:186580,3
"sarcoidosis, early-onset",OMIM:609464,3
{inflammatory bowel disease 1},OMIM:266600,3
"{leprosy, susceptibility to, 4}",OMIM:610988,3
"{psoriatic arthritis, susceptibility to}",OMIM:607507,3
"bleeding disorder, platelet-type, 16, autosomal dominant",OMIM:187800,3
glanzmann thrombasthenia,OMIM:273800,3
"thrombocytopenia, neonatal alloimmune, bak antigen related",-666,3
"purpura, posttransfusion",-666,3
"thrombocytopenia, neonatal alloimmune",-666,3
estrogen resistance,OMIM:615363,3
"{hdl response to hormone replacement, augmented}",-666,3
"{migraine, susceptibility to}",OMIM:157300,3
{breast cancer},OMIM:114480,1
"{atherosclerosis, susceptibility to}",-666,2
hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency,OMIM:230450,3
"{myocardial infarction, susceptibility to}",-666,3
"{asthma, diminished response to antileukotriene treatment in}",OMIM:600807,3
mitochondrial complex ii deficiency,OMIM:252011,3
"acrodysostosis 2, with or without hormone resistance",OMIM:614613,3
"{stroke, susceptibility to, 1}",OMIM:606799,3
"{stroke, susceptibility to}",OMIM:601367,3
"alcohol sensitivity, acute",OMIM:610251,3
"{hangover, susceptibility to}",OMIM:610251,3
"{sublingual nitroglycerin, susceptibility to poor response to}",-666,3
"{esophageal cancer, alcohol-related, susceptibility to}",-666,3
"atrial fibrillation, familial, 10",OMIM:614022,3
"ventricular fibrillation, familial, 1",OMIM:603829,3
"{sudden infant death syndrome, susceptibility to}",OMIM:272120,3
brugada syndrome 1,OMIM:601144,3
"cardiomyopathy, dilated, 1e",OMIM:601154,3
"heart block, nonprogressive",OMIM:113900,3
"heart block, progressive, type ia",OMIM:113900,3
long qt syndrome-3,OMIM:603830,3
sick sinus syndrome 1,OMIM:608567,3
"{systemic lupus erthematosus, susceptibility to, 15}",-666,2
"bare lymphocyte syndrome, type ii, complementation group a",OMIM:209920,3
"{rheumatoid arthritis, susceptibility to}",OMIM:180300,3
"{diabetes, type 1, susceptibility to}",OMIM:222100,2
{systemic lupus erythematosus susceptibility to},OMIM:152700,3
"{celiac disease, susceptibility to}",OMIM:212750,3
"{creutzfeldt-jakob disease, variant, resistance to}",OMIM:123400,3
"{multiple sclerosis, susceptibility to, 1}",OMIM:126200,3
"{pemphigoid, susceptibility to}",-666,2
"{sarcoidosis, susceptibility to, 1}",OMIM:181000,3
{systemic lupus erythematosus with hemolytic anemia},-666,2
"{systemic lupus erythematosus with nephritis, susceptibility to, 1}",OMIM:607965,2
"{systemic lupus erythematosus with nephritis, susceptibility to, 2}",OMIM:607966,2
"{systemic lupus erythematosus with nephritis, susceptibility to, 3}",OMIM:607967,2
"{systemic lupus erythematosus, association with}",OMIM:152700,3
{inflammatory bowel disease 14},OMIM:612245,3
"{systemic lupus erythematosus, susceptibility to, 10}",OMIM:612251,3
"{systemic lupus erythematosus, susceptibility to, 12}",OMIM:612254,2
"{systemic lupus erythematosus, susceptibility to, 13}",OMIM:612378,2
"{systemic lupus erythematosus, susceptibility to, 14}",OMIM:613145,2
"{legionaire disease, susceptibility to}",OMIM:608556,3
"{systemic lupus erythematosus, resistance to}",OMIM:601744,3
"{systemic lupus erythematosus, susceptibility to, 1}",OMIM:601744,2
"{melioidosis, susceptibilty to}",OMIM:615557,3
"{multiple sclerosis, disease progression, modifier of}",OMIM:126200,3
"{systemic lupus erythematosus, susceptibility to, 2}",OMIM:605218,3
"{systemic lupus erythematosus, susceptibility to, 3}",OMIM:605480,2
"{systemic lupus erythematosus, susceptibility to, 4}",OMIM:608437,2
"{systemic lupus erythematosus, susceptibility to, 5}",OMIM:609903,2
"{systemic lupus erythematosus, susceptibility to, 7}",OMIM:610065,2
"{systemic lupus erythematosus, susceptibility to, 8}",OMIM:610066,2
"immunodeficiency, common variable, 7",OMIM:614699,3
"{systemic lupus erythematosus, susceptibility to, 9}",OMIM:610927,3
"[blood group, gerbich]",OMIM:616089,3
delta-beta thalassemia,OMIM:141749,3
"erythremias, beta-",-666,3
"heinz body anemias, beta-",OMIM:140700,3
hereditary persistence of fetal hemoglobin,OMIM:141749,3
"methemoglobinemias, beta-",-666,3
sickle cell anemia,OMIM:603903,3
"thalassemia-beta, dominant inclusion-body",OMIM:603902,3
"thalassemias, beta-",OMIM:613985,3
"{malaria, resistance to}",OMIM:611162,3
"[blood group, mn]",-666,3
"[blood group, ss]",-666,3
"aicardi-goutieres syndrome 1, dominant and recessive",OMIM:225750,3
chilblain lupus,OMIM:610448,3
"vasculopathy, retinal, with cerebral leukodystrophy",OMIM:192315,3
"{systemic lupus erythematosus, susceptibility to}",OMIM:152700,3
quebec platelet disorder,OMIM:601709,3
"{alzheimer disease, late-onset, susceptibility to}",OMIM:104300,3
"{coronary artery spasm 1, susceptibility to}",-666,3
"{hypertension, pregnancy-induced}",OMIM:189800,3
"{ischemic stroke, susceptibility to}",OMIM:601367,3
{placental abruption},-666,3
"{hypertension, susceptibility to}",OMIM:145500,2
"{systemic lupus erythematosus, susceptitbility to, 11}",OMIM:612253,3
"autoimmune lymphoproliferative syndrome, type v",OMIM:616100,3
{hashimoto thyroiditis},OMIM:140300,3
{systemic lupus erythematosus},OMIM:152700,3
"{celiac disease, susceptibility to, 3}",OMIM:609755,3
"{diabetes mellitus, insulin-dependent, 12}",OMIM:601388,3
"{systemic lupus erythematous, association with susceptibility to, 6}",OMIM:609939,3
{t-cell acute lymphoblastic leukemia},-666,3
"cpt deficiency, hepatic, type ia",OMIM:255120,3
"{thyroid carcinoma, hurthle cell}",OMIM:607464,3
"hypokalemic periodic paralysis, type 1",OMIM:170400,3
{malignant hyperthermia susceptibility 5},OMIM:601887,3
"{thyrotoxic periodic paralysis, susceptibility to, 1}",OMIM:188580,3
"{thyrotoxic periodic paralysis, susceptibility to, 2}",OMIM:613239,3
"{abacavir hypersensitivity, susceptibility to}",-666,3
"{synovitis, chronic, susceptibility to}",-666,3
"{toxic epidermal necrolysis, susceptibility to}",OMIM:608579,3
{drug-induced liver injury due to flucloxacillin},-666,3
"{spondyloarthropathy, susceptibility to, 1}",OMIM:106300,3
"{stevens-johnson syndrome, susceptibility to}",OMIM:608579,3
plasminogen activator inhibitor-1 deficiency,OMIM:613329,3
"{transcription of plasminogen activator inhibitor, modulator of}",-666,3
"dyskeratosis congenita, autosomal dominant 4",OMIM:615190,3
"dyskeratosis congenita, autosomal recessive 5",OMIM:615190,3
"dyskeratosis congenita, autosomal dominant 1",OMIM:127550,3
{aplastic anemia},OMIM:609135,3
"{pulmonary fibrosis, idiopathic, susceptibility to}",OMIM:178500,3
"{aids, rapid progression to}",OMIM:609423,3
"{hepatitis c virus, response to therapy of}",OMIM:609532,3
"{tsc2 angiomyolipomas, renal, modifier of}",OMIM:613254,3
"{tuberculosis, protection against}",OMIM:607948,3
"{bacteremia, protection against}",OMIM:614382,3
"{malaria, protection against}",OMIM:611162,3
"{pneumococcal disease, invasive, protection against}",OMIM:610799,3
"immunodeficiency 27a, mycobacteriosis, ar",OMIM:209950,3
"{hepatitis b virus infection, susceptibility to}",OMIM:610424,3
"{tuberculosis infection, protection against}",OMIM:607948,3
"immunodeficiency 27b, mycobacteriosis, ad",OMIM:615978,3
"{h. pylori infection, susceptibility to}",OMIM:600263,1
"{bacteremia, susceptibility to}",OMIM:614383,3
"{malaria, susceptibility to}",OMIM:611162,3
"{tuberculosis, susceptibility to}",-666,2
"{attention deficit-hyperactivity disorder, susceptibility to, 7}",OMIM:613003,3
"{unipolar depression, susceptibility to}",OMIM:608516,3
"hypouricemia, renal, 2",OMIM:612076,3
"{uric acid concentration, serum, qtl 2}",OMIM:612076,3
"[analgesia from kappa-opioid receptor agonist, female-specific]",OMIM:613098,3
"{melanoma, cutaneous malignant, 5}",OMIM:613099,3
{uv-induced skin damage},OMIM:266300,3
"[skin/hair/eye pigmentation 2, blond hair/fair skin]",OMIM:266300,3
"[skin/hair/eye pigmentation 2, red hair/fair skin]",OMIM:266300,3
"{albinism, oculocutaneous, type ii, modifier of}",OMIM:203200,3
carbamoylphosphate synthetase i deficiency,OMIM:237300,3
"{pulmonary hypertension, neonatal, susceptibility to}",OMIM:615371,3
{venoocclusive disease after bone marrow transplantation},-666,3
"{carotid stenosis, susceptibility to}",-666,3
"{venous thromboembolism, susceptibility to}",OMIM:188050,3
factor xiiia deficiency,OMIM:613225,3
"{myocardial infarction, protection against}",OMIM:608446,3
"{venous thrombosis, protection against}",OMIM:188050,3
"{venous thrombosis, susceptibility to}",-666,3
"{diabetes mellitus, type 1, susceptibility to}",OMIM:222100,3
"{viral infection, susceptibility to}",-666,3
[bombay phenotype],-666,3
"{norwalk virus infection, resistance to}",-666,3
{vitamin b12 plasma level qtl1},OMIM:612542,3
{vitamin b6 plasma level qtl 1},-666,2
?corneal intraepithelial dyskeratosis and ectodermal dysplasia,OMIM:615225,3
{vitiligo-associated multiple autoimmune disease susceptibility 1},OMIM:606579,3
{vitiligo-associated multiple autoimmune disease susceptiblity 6},-666,2
"?autoimmune lymphoproliferative syndrome, type iib",OMIM:607271,3
"{breast cancer, protection against}",OMIM:114480,3
"{lung cancer, protection against}",OMIM:211980,3
"hepatocellular carcinoma, somatic",OMIM:114550,3
?caudal duplication anomaly,OMIM:607864,3
"clove syndrome, somatic",OMIM:612918,3
"keratosis, seborrheic, somatic",OMIM:182000,3
"megalencephaly-capillary malformation-polymicrogyria syndrome, somatic",OMIM:602501,3
cowden syndrome 5,OMIM:615108,3
"colorectal cancer, somatic",-666,3
cowden syndrome 6,OMIM:615109,3
"proteus syndrome, somatic",OMIM:176920,3
"ovarian cancer, somatic",OMIM:167000,3
"mental retardation, autosomal dominant 19",OMIM:615075,3
"pilomatricoma, somatic",OMIM:132600,3
achondroplasia,OMIM:100800,3
"thanatophoric dysplasia, type i",OMIM:187600,3
"thanatophoric dysplasia, type ii",OMIM:187601,3
"spermatocytic seminoma, somatic",OMIM:273300,3
muenke syndrome,OMIM:602849,3
hypochondroplasia,OMIM:146000,3
crouzon syndrome with acanthosis nigricans,OMIM:612247,3
"cervical cancer, somatic",OMIM:603956,3
catshl syndrome,OMIM:610474,3
"nevus, epidermal, somatic",OMIM:162900,3
"bladder cancer, somatic",OMIM:109800,3
"osteosarcoma, somatic",OMIM:259500,3
retinoblastoma,OMIM:180200,3
"retinoblastoma, trilateral",OMIM:180200,3
"small cell cancer of the lung, somatic",OMIM:182280,3
"breast cancer, somatic",OMIM:114480,3
"lung cancer, somatic",OMIM:211980,3
"rhabdomyosarcoma, somatic",OMIM:268210,3
cardiofaciocutaneous syndrome 2,OMIM:615278,3
noonan syndrome 3,OMIM:609942,3
"sfm syndrome, somatic mosaic",OMIM:163200,3
"pancreatic carcinoma, somatic",-666,3
"leukemia, acute myelogenous",-666,3
jawad syndrome,OMIM:251255,3
seckel syndrome 2,OMIM:606744,3
"adenoma, periampullary, somatic",-666,3
gardner syndrome,OMIM:175100,3
"hepatoblastoma, somatic",OMIM:114550,3
adenomatous polyposis coli,OMIM:175100,3
brain tumor-polyposis syndrome 2,OMIM:175100,3
"desmoid disease, hereditary",OMIM:135290,3
"adenomas, multiple colorectal",OMIM:608456,3
"colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas",OMIM:132600,3
"autoimmune lymphoproliferative syndrome, type ii",OMIM:603909,3
"non-hodgkin lymphoma, somatic",OMIM:605027,3
"gastric cancer, somatic",OMIM:137215,3
antley-bixler syndrome without genital anomalies or disordered steroidogenesis,OMIM:207410,3
scaphocephaly and axenfeld-rieger anomaly,-666,3
"scaphocephaly, maxillary retrusion, and mental retardation",OMIM:609579,3
apert syndrome,OMIM:101200,3
beare-stevenson cutis gyrata syndrome,OMIM:123790,3
bent bone dysplasia syndrome,OMIM:614592,3
craniofacial-skeletal-dermatologic dysplasia,OMIM:101600,3
"craniosynostosis, nonspecific",-666,3
crouzon syndrome,OMIM:123500,3
saethre-chotzen syndrome,OMIM:101400,3
aplasia of lacrimal and salivary glands,OMIM:180920,3
ladd syndrome,OMIM:149730,3
hartsfield syndrome,OMIM:615465,3
osteoglophonic dysplasia,OMIM:166250,3
trigonocephaly 1,OMIM:190440,3
hypogonadotropic hypogonadism 2 with or without anosmia,OMIM:147950,3
jackson-weiss syndrome,OMIM:123150,3
pfeiffer syndrome,OMIM:101600,3
"craniosynostosis, type 1",OMIM:123100,3
robinow-sorauf syndrome,OMIM:180750,3
saethre-chotzen syndrome with eyelid anomalies,OMIM:101400,3
"adenocarcinoma of lung, somatic",OMIM:211980,3
"glioblastoma, somatic",OMIM:137800,3
"ovarian cancer, somatic, ",-666,3
"adenocarcinoma, ovarian, somatic",OMIM:167000,3
"parkinson disease, juvenile, type 2",OMIM:600116,3
"{leprosy, susceptibility to}",OMIM:246300,3
cardiofaciocutaneous syndrome,OMIM:115150,3
leopard syndrome 3,OMIM:613707,3
noonan syndrome 7,OMIM:613706,3
"nonsmall cell lung cancer, somatic",-666,3
"melanoma, malignant, somatic",-666,3
peutz-jeghers syndrome,OMIM:175200,3
"testicular tumor, somatic",OMIM:273300,3
myelodysplastic syndrome,OMIM:614286,3
"myelodysplastic syndrome, preleukemic",-666,3
"myelogenous leukemia, acute",-666,3
"hepatocellular cancer, somatic",OMIM:114550,3
rubinstein-taybi syndrome 2,OMIM:613684,3
"t-cell acute lymphoblastic leukemia, somatic",OMIM:613065,3
[premature chromatid separation trait],OMIM:176430,3
mosaic variegated aneuploidy syndrome 1,OMIM:257300,3
oligodontia-colorectal cancer syndrome,OMIM:608615,3
birt-hogg-dube syndrome,OMIM:135150,3
"pneumothorax, primary spontaneous",OMIM:173600,3
"renal carcinoma, chromophobe, somatic",OMIM:144700,3
esophageal carcinoma,OMIM:133239,3
mirror movements 1,OMIM:157600,3
"colorectal cancer, hereditary nonpolyposis, type 7",OMIM:614385,3
"{endometrial cancer, susceptibility to}",OMIM:608089,3
dysprothrombinemia,OMIM:613679,3
thrombophilia due to thrombin defect,OMIM:188050,3
"{pregnancy loss, recurrent, susceptibility to, 2}",OMIM:614390,3
hypoprothrombinemia,OMIM:613679,3
factor v deficiency,OMIM:227400,3
"{pregnancy loss, recurrent, susceptibility to, 1}",OMIM:614389,3
